Relative_Compactness,Surface_Area,Wall_Area,Roof_Area,Overall_Height,Orientation,Glazing_Area,Glazing_Area_Distribution,Heating_Load,Cooling_Load
0.71,710.5,269.5,220.5,3.5,5,0.4,3,16.872,15.82
0.76,661.5,416.5,122.5,7.0,3,0.1,2,33.178,35.12
0.69,735.0,294.0,220.5,3.5,3,0.1,3,12.914,15.02
0.66,759.5,318.5,220.5,3.5,3,0.25,5,14.838,15.84
0.9,563.5,318.5,122.5,7.0,3,0.25,4,27.115,25.9
0.69,735.0,294.0,220.5,3.5,2,0.25,4,14.699,14.29
0.69,735.0,294.0,220.5,3.5,2,0.1,3,14.161,16.98
0.74,686.0,245.0,220.5,3.5,3,0.25,4,10.238,15.22
0.98,514.5,294.0,110.25,7.0,3,0.4,2,32.229,26.09
0.86,588.0,294.0,147.0,7.0,5,0.1,5,31.129,35.72
0.62,808.5,367.5,220.5,3.5,5,0.4,2,12.792,14.37
0.9,563.5,318.5,122.5,7.0,3,0.1,4,20.963,25.14
0.86,588.0,294.0,147.0,7.0,3,0.25,3,29.431,30.02
0.76,661.5,416.5,122.5,7.0,2,0.1,2,30.273,34.12
0.71,710.5,269.5,220.5,3.5,2,0.25,1,12.28,15.21
0.98,514.5,294.0,110.25,3.5,4,0.1,5,11.451,25.98
0.62,808.5,367.5,220.5,3.5,2,0.4,2,13.032,16.4
0.98,514.5,294.0,110.25,7.0,5,0.4,1,28.108,30.01
0.98,588.0,294.0,110.25,7.0,4,0.1,3,32.71,25.93
0.74,686.0,245.0,220.5,3.5,5,0.4,4,13.958,16.54
0.71,710.5,269.5,220.5,3.5,4,0.25,4,10.756,14.1
0.64,784.0,343.0,220.5,3.5,5,0.25,5,14.644,16.74
0.66,759.5,318.5,220.5,3.5,4,0.1,4,14.876,14.83
0.82,612.5,318.5,147.0,7.0,5,0.1,5,23.086,27.4
0.62,808.5,367.5,220.5,3.5,5,0.25,2,12.951,14.27
0.69,735.0,294.0,220.5,3.5,4,0.1,4,11.047,16.83
0.76,661.5,416.5,122.5,7.0,2,0.1,4,33.205,33.88
0.64,612.5,416.5,147.0,7.0,4,0.4,2,37.108,35.86
0.86,588.0,294.0,147.0,7.0,2,0.0,4,24.776,28.13
0.71,710.5,269.5,220.5,3.5,5,0.1,1,14.5,13.49
0.69,735.0,294.0,220.5,3.5,5,0.25,3,12.085,15.95
0.76,661.5,416.5,122.5,7.0,3,0.1,2,33.207,33.75
0.74,686.0,245.0,220.5,3.5,4,0.1,5,14.11,17.01
0.82,612.5,318.5,147.0,7.0,3,0.1,3,29.592,28.61
0.79,637.0,343.0,147.0,7.0,3,0.4,4,41.41,44.37
0.82,612.5,318.5,147.0,7.0,3,0.4,5,23.342,25.31
0.98,514.5,294.0,110.25,7.0,5,0.25,2,28.58,30.48
0.86,588.0,294.0,147.0,7.0,4,0.4,1,32.084,31.92
0.86,588.0,294.0,147.0,7.0,5,0.0,0,31.824,27.14
0.98,514.5,294.0,110.25,7.0,4,0.25,5,28.053,32.83
0.62,808.5,367.5,220.5,3.5,5,0.1,2,14.989,13.54
0.74,686.0,245.0,220.5,3.5,4,0.1,3,14.185,13.63
0.69,735.0,294.0,220.5,3.5,5,0.1,2,14.447,13.96
0.62,808.5,367.5,220.5,3.5,2,0.1,3,12.987,17.16
0.79,637.0,343.0,147.0,7.0,2,0.4,5,41.4,44.56
0.66,759.5,318.5,220.5,3.5,4,0.25,4,15.27,16.31
0.82,661.5,416.5,122.5,7.0,5,0.4,5,41.18,39.73
0.79,637.0,343.0,147.0,7.0,2,0.25,5,36.955,34.29
0.79,637.0,343.0,147.0,7.0,5,0.1,4,42.5,42.39
0.82,612.5,318.5,147.0,7.0,4,0.4,5,23.23,28.37
0.86,588.0,294.0,147.0,7.0,4,0.4,4,24.66,32.03
0.71,784.0,269.5,220.5,3.5,4,0.25,2,12.292,14.89
0.82,661.5,416.5,122.5,7.0,3,0.4,4,34.831,39.5
0.66,759.5,318.5,220.5,3.5,4,0.4,5,12.673,14.76
0.98,514.5,294.0,110.25,7.0,2,0.4,4,24.328,32.92
0.79,612.5,318.5,147.0,7.0,3,0.4,3,37.931,35.81
0.69,735.0,294.0,220.5,3.5,2,0.1,5,14.823,14.95
0.98,514.5,294.0,110.25,7.0,2,0.4,5,28.571,33.21
0.9,661.5,416.5,122.5,7.0,2,0.25,2,32.349,29.42
0.79,588.0,343.0,147.0,7.0,4,0.1,4,37.577,40.57
0.66,759.5,318.5,220.5,3.5,5,0.4,2,12.95,18.06
0.66,563.5,318.5,122.5,7.0,2,0.4,3,29.258,44.19
0.9,563.5,318.5,122.5,7.0,2,0.1,5,29.069,32.34
0.69,735.0,294.0,220.5,3.5,4,0.1,4,11.209,15.0
0.69,735.0,294.0,220.5,3.5,5,0.1,5,11.164,14.34
0.86,588.0,294.0,147.0,7.0,2,0.25,3,32.818,28.99
0.71,710.5,269.5,220.5,3.5,4,0.25,2,10.752,14.88
0.9,563.5,318.5,122.5,7.0,3,0.1,2,31.749,30.1
0.79,637.0,343.0,147.0,7.0,5,0.1,4,39.928,33.87
0.66,759.5,318.5,220.5,3.5,4,0.25,3,13.103,16.18
0.86,588.0,294.0,147.0,7.0,2,0.25,2,26.418,30.47
0.64,784.0,343.0,220.5,3.5,5,0.25,3,15.184,19.23
0.66,759.5,318.5,220.5,3.5,5,0.1,3,14.727,13.41
0.66,759.5,318.5,220.5,3.5,2,0.25,5,13.242,14.83
0.82,612.5,318.5,147.0,7.0,5,0.1,5,22.947,27.95
0.82,661.5,416.5,122.5,7.0,4,0.4,5,39.027,37.3
0.69,735.0,294.0,220.5,3.5,5,0.25,2,11.631,14.74
0.74,686.0,318.5,220.5,3.5,5,0.25,4,10.476,13.4
0.64,784.0,343.0,220.5,3.5,2,0.1,4,14.629,20.05
0.69,735.0,294.0,220.5,3.5,5,0.25,2,11.611,16.95
0.82,612.5,318.5,147.0,7.0,3,0.4,5,25.15,28.68
0.82,661.5,416.5,122.5,7.0,3,0.25,1,40.121,33.78
0.71,710.5,269.5,220.5,3.5,5,0.0,0,6.559,12.17
0.82,637.0,343.0,147.0,7.0,5,0.25,1,38.201,45.97
0.9,563.5,318.5,122.5,7.0,4,0.4,5,33.587,33.85
0.64,784.0,343.0,220.5,3.5,2,0.4,1,19.041,20.14
0.76,661.5,416.5,122.5,7.0,5,0.1,2,33.12,33.9
0.9,759.5,343.0,220.5,3.5,3,0.1,4,15.223,17.11
0.66,759.5,318.5,220.5,3.5,2,0.1,4,7.183,12.62
0.62,808.5,367.5,220.5,3.5,2,0.25,2,12.954,14.46
0.79,759.5,343.0,220.5,3.5,2,0.1,3,15.195,15.82
0.98,514.5,294.0,110.25,7.0,2,0.1,4,32.623,14.69
0.64,784.0,343.0,122.5,3.5,5,0.25,1,13.707,19.67
0.98,514.5,294.0,110.25,7.0,3,0.1,3,24.535,26.1
0.71,710.5,269.5,220.5,3.5,5,0.25,4,12.343,15.7
0.79,637.0,343.0,147.0,7.0,5,0.4,2,41.049,36.66
0.86,588.0,294.0,147.0,7.0,4,0.25,0,29.609,27.31
0.98,514.5,294.0,110.25,7.0,3,0.25,2,28.299,30.14
0.66,759.5,318.5,220.5,3.5,5,0.1,5,14.783,16.93
0.66,759.5,318.5,220.5,3.5,5,0.4,4,12.905,17.95
0.69,735.0,294.0,220.5,3.5,4,0.4,1,12.865,16.69
0.69,735.0,294.0,220.5,3.5,4,0.1,1,12.836,14.71
0.66,759.5,318.5,220.5,3.5,5,0.4,1,14.973,17.04
0.79,637.0,343.0,147.0,7.0,3,0.1,4,38.552,45.16
0.66,759.5,318.5,220.5,3.5,2,0.1,1,11.319,15.83
0.69,735.0,294.0,220.5,3.5,3,0.4,2,12.045,15.2
0.86,588.0,294.0,147.0,7.0,2,0.4,2,26.388,26.82
0.69,735.0,294.0,220.5,3.5,5,0.4,4,12.131,16.01
0.74,686.0,245.0,220.5,3.5,5,0.25,2,14.52,16.92
0.98,514.5,294.0,110.25,7.0,4,0.1,3,24.583,26.43
0.9,563.5,318.5,122.5,7.0,2,0.4,3,24.639,33.85
0.86,588.0,294.0,147.0,7.0,5,0.25,4,29.58,26.75
0.76,661.5,416.5,122.5,7.0,2,0.1,5,37.007,34.82
0.71,710.5,269.5,220.5,3.5,4,0.4,5,14.49,17.12
0.86,588.0,294.0,147.0,7.0,2,0.1,1,26.157,21.36
0.82,612.5,318.5,147.0,7.0,5,0.4,2,25.828,24.79
0.86,735.0,294.0,220.5,3.5,4,0.1,3,14.357,13.66
0.79,637.0,343.0,147.0,7.0,4,0.25,3,40.017,44.8
0.98,514.5,294.0,110.25,7.0,3,0.25,2,28.314,29.65
0.64,784.0,343.0,220.5,3.5,3,0.1,5,15.218,19.86
0.69,735.0,294.0,220.5,3.5,5,0.1,1,11.191,16.8
0.79,637.0,343.0,147.0,7.0,2,0.25,2,37.004,36.81
0.76,661.5,416.5,122.5,7.0,3,0.25,2,32.413,34.18
0.64,784.0,343.0,220.5,3.5,5,0.25,1,13.166,21.69
0.79,637.0,343.0,147.0,7.0,4,0.25,1,38.334,44.17
0.76,661.5,416.5,122.5,7.0,4,0.1,4,29.716,36.09
0.98,514.5,294.0,110.25,7.0,3,0.4,3,24.608,29.62
0.86,588.0,294.0,147.0,7.0,2,0.4,5,26.251,45.77
0.98,514.5,294.0,110.25,7.0,2,0.25,1,28.036,29.45
0.66,759.5,318.5,220.5,3.5,2,0.25,3,11.545,16.08
0.62,808.5,367.5,220.5,3.5,3,0.4,4,13.099,14.24
0.98,514.5,294.0,110.25,7.0,3,0.25,4,28.748,29.35
0.62,808.5,367.5,220.5,3.5,5,0.1,5,12.912,15.02
0.64,784.0,343.0,220.5,3.5,2,0.25,4,16.69,21.77
0.69,735.0,294.0,220.5,3.5,4,0.25,4,12.643,17.64
0.62,808.5,367.5,220.5,3.5,4,0.1,5,12.779,14.49
0.69,735.0,294.0,220.5,3.5,5,0.25,2,11.929,15.21
0.64,784.0,343.0,220.5,3.5,2,0.25,1,18.844,19.36
0.69,735.0,294.0,220.5,3.5,3,0.4,5,11.147,14.75
0.86,735.0,294.0,147.0,7.0,3,0.4,5,32.392,26.63
0.76,661.5,416.5,122.5,7.0,2,0.1,5,39.611,39.62
0.79,637.0,343.0,147.0,7.0,3,0.1,5,39.047,39.24
0.9,563.5,318.5,122.5,7.0,5,0.1,4,28.93,36.38
0.71,710.5,269.5,220.5,3.5,3,0.4,5,14.665,15.69
0.64,784.0,343.0,220.5,3.5,2,0.0,0,15.281,12.71
0.9,563.5,318.5,122.5,7.0,2,0.1,3,22.8,28.31
0.86,588.0,294.0,147.0,7.0,3,0.1,3,31.764,36.15
0.98,514.5,294.0,110.25,7.0,5,0.1,4,28.284,29.61
0.79,637.0,343.0,147.0,7.0,3,0.1,4,40.201,45.77
0.71,735.0,294.0,220.5,3.5,2,0.1,5,14.475,16.83
0.82,612.5,318.5,147.0,7.0,4,0.25,2,22.942,29.33
0.66,759.5,318.5,220.5,3.5,3,0.25,3,14.966,14.74
0.64,784.0,343.0,220.5,3.5,2,0.4,2,16.706,20.64
0.66,759.5,318.5,220.5,3.5,4,0.4,5,12.757,17.8
0.69,735.0,294.0,220.5,3.5,5,0.25,1,16.675,14.6
0.9,735.0,294.0,122.5,7.0,4,0.25,4,23.765,35.34
0.82,612.5,318.5,147.0,7.0,4,0.1,1,24.19,31.32
0.71,710.5,269.5,220.5,3.5,4,0.4,2,12.29,16.67
0.86,588.0,294.0,147.0,7.0,2,0.4,1,37.507,36.25
0.71,710.5,269.5,220.5,3.5,2,0.4,5,14.411,14.27
0.66,759.5,318.5,220.5,3.5,2,0.4,2,11.449,14.85
0.82,612.5,318.5,147.0,7.0,3,0.25,2,31.543,33.74
0.98,514.5,294.0,110.25,7.0,3,0.1,2,24.301,26.04
0.71,710.5,269.5,220.5,3.5,4,0.25,4,10.76,15.62
0.98,514.5,294.0,110.25,7.0,4,0.1,4,28.287,29.86
0.64,784.0,343.0,220.5,3.5,4,0.25,2,16.718,19.26
0.76,661.5,416.5,122.5,7.0,2,0.1,3,37.03,34.96
0.76,661.5,416.5,122.5,7.0,5,0.4,5,40.686,40.04
0.66,759.5,318.5,220.5,3.5,4,0.25,3,11.393,16.17
0.66,759.5,318.5,220.5,3.5,2,0.4,4,11.339,18.01
0.71,710.5,269.5,220.5,3.5,3,0.0,0,6.616,11.88
0.79,637.0,343.0,147.0,7.0,2,0.4,2,39.86,44.53
0.76,612.5,416.5,122.5,7.0,2,0.4,5,26.356,41.04
0.86,588.0,294.0,147.0,7.0,5,0.25,5,26.888,31.68
0.69,735.0,294.0,220.5,3.5,3,0.1,4,14.308,14.31
0.74,686.0,245.0,220.5,3.5,5,0.4,4,14.539,14.63
0.71,710.5,269.5,220.5,3.5,4,0.25,3,14.633,14.84
0.79,637.0,343.0,147.0,7.0,3,0.4,4,41.896,36.39
0.86,588.0,294.0,147.0,7.0,3,0.4,4,32.067,36.16
0.9,563.5,318.5,122.5,7.0,3,0.1,4,37.381,25.03
0.66,759.5,318.5,220.5,3.5,3,0.1,2,11.579,13.82
0.64,784.0,343.0,220.5,3.5,3,0.1,1,15.495,21.89
0.98,514.5,294.0,110.25,7.0,3,0.1,2,33.079,32.77
0.74,686.0,245.0,220.5,3.5,2,0.25,4,14.542,16.59
0.62,588.0,245.0,220.5,3.5,4,0.4,3,14.51,13.95
0.79,637.0,343.0,147.0,7.0,3,0.1,5,39.853,37.27
0.74,686.0,245.0,220.5,3.5,2,0.0,0,6.385,11.69
0.86,588.0,294.0,147.0,7.0,2,0.1,4,28.413,30.98
0.71,710.5,269.5,220.5,3.5,2,0.1,2,14.416,11.89
0.76,661.5,416.5,122.5,7.0,3,0.25,4,40.53,40.17
0.74,686.0,245.0,220.5,3.5,3,0.4,1,14.521,16.94
0.66,759.5,318.5,220.5,3.5,5,0.25,2,15.236,14.87
0.98,514.5,294.0,110.25,7.0,2,0.4,3,28.642,30.32
0.71,710.5,269.5,220.5,3.5,4,0.25,2,14.676,17.43
0.62,735.0,294.0,220.5,3.5,5,0.25,5,16.731,15.03
0.79,637.0,343.0,147.0,7.0,4,0.1,5,37.1,38.91
0.98,514.5,294.0,110.25,7.0,5,0.4,3,28.677,26.18
0.71,710.5,269.5,220.5,3.5,4,0.25,1,10.527,13.7
0.86,588.0,294.0,147.0,7.0,3,0.1,1,26.458,26.93
0.79,588.0,343.0,147.0,7.0,4,0.25,1,37.07,41.78
0.74,514.5,294.0,110.25,3.5,3,0.1,1,10.934,14.34
0.66,759.5,318.5,220.5,3.5,2,0.25,2,11.371,14.87
0.82,612.5,318.5,147.0,7.0,3,0.1,5,30.351,31.59
0.98,514.5,294.0,110.25,7.0,5,0.1,1,28.682,25.93
0.71,710.5,269.5,220.5,3.5,5,0.4,4,18.039,17.06
0.82,612.5,318.5,147.0,7.0,2,0.1,3,23.813,28.49
0.79,637.0,343.0,147.0,7.0,3,0.25,5,41.143,45.22
0.82,612.5,318.5,147.0,7.0,5,0.1,2,25.028,25.01
0.69,735.0,294.0,220.5,3.5,3,0.1,5,14.291,17.6
0.79,637.0,343.0,147.0,7.0,5,0.1,4,41.46,25.11
0.82,612.5,318.5,147.0,7.0,4,0.1,2,23.812,28.35
0.76,661.5,416.5,122.5,7.0,3,0.1,4,33.237,39.99
0.98,514.5,294.0,110.25,7.0,3,0.25,3,32.211,25.98
0.69,735.0,294.0,220.5,3.5,5,0.1,2,14.672,15.61
0.66,759.5,318.5,220.5,3.5,5,0.1,0,15.292,12.28
0.66,759.5,318.5,220.5,3.5,3,0.4,4,15.167,18.46
0.86,588.0,294.0,147.0,7.0,5,0.4,2,26.31,31.25
0.82,612.5,318.5,147.0,7.0,4,0.1,2,32.395,34.61
0.74,686.0,245.0,220.5,3.5,4,0.25,1,11.675,16.18
0.9,612.5,318.5,122.5,7.0,3,0.0,0,36.486,31.9
0.69,735.0,294.0,220.5,3.5,3,0.1,2,11.116,17.08
0.71,710.5,269.5,220.5,3.5,5,0.4,3,14.011,16.72
0.79,637.0,343.0,147.0,7.0,3,0.1,3,38.332,44.38
0.79,637.0,343.0,147.0,7.0,4,0.4,5,35.897,42.6
0.66,759.5,318.5,220.5,3.5,3,0.1,2,14.821,18.47
0.98,514.5,294.0,110.25,7.0,2,0.1,5,24.546,26.38
0.82,612.5,318.5,147.0,7.0,4,0.25,2,22.63,28.7
0.64,784.0,343.0,220.5,3.5,2,0.4,1,15.189,19.24
0.62,808.5,367.5,220.5,3.5,2,0.1,4,17.224,16.91
0.79,637.0,343.0,147.0,7.0,5,0.1,2,37.422,35.34
0.64,784.0,343.0,220.5,3.5,3,0.25,1,16.528,20.0
0.64,784.0,343.0,220.5,3.5,2,0.1,1,15.186,16.74
0.76,661.5,416.5,122.5,7.0,3,0.1,5,36.922,36.63
0.71,710.5,245.0,220.5,3.5,5,0.4,1,12.386,13.34
0.74,686.0,245.0,220.5,3.5,2,0.4,2,13.758,16.09
0.69,735.0,294.0,220.5,3.5,4,0.1,1,14.679,16.98
0.9,563.5,318.5,122.5,7.0,2,0.0,0,35.115,30.03
0.79,637.0,343.0,147.0,7.0,2,0.25,4,41.319,45.37
0.62,808.5,367.5,220.5,3.5,5,0.25,4,9.058,15.78
0.69,735.0,294.0,220.5,3.5,4,0.25,5,12.737,16.53
0.79,637.0,343.0,147.0,7.0,5,0.1,5,37.199,36.89
0.76,661.5,416.5,122.5,7.0,4,0.1,2,37.21,33.9
0.62,808.5,367.5,220.5,3.5,4,0.4,4,11.428,16.94
0.69,735.0,294.0,220.5,3.5,5,0.25,3,14.154,12.35
0.9,563.5,318.5,122.5,7.0,5,0.4,2,29.014,32.84
0.79,637.0,343.0,147.0,7.0,4,0.4,3,37.046,37.5
0.98,514.5,294.0,110.25,7.0,2,0.1,4,28.656,32.88
0.66,759.5,318.5,220.5,3.5,5,0.25,2,15.188,17.87
0.66,514.5,318.5,220.5,3.5,2,0.1,2,15.296,14.81
0.74,686.0,245.0,220.5,3.5,4,0.4,3,10.37,13.38
0.79,637.0,343.0,147.0,7.0,4,0.25,3,36.743,45.08
0.79,759.5,343.0,220.5,3.5,2,0.1,3,15.202,16.02
0.62,808.5,367.5,220.5,3.5,4,0.1,3,16.073,14.52
0.86,735.0,294.0,147.0,3.5,5,0.25,5,29.438,15.75
0.66,759.5,318.5,220.5,3.5,3,0.1,2,13.005,14.78
0.66,759.5,318.5,220.5,3.5,2,0.1,2,11.389,14.75
0.71,710.5,269.5,220.5,3.5,2,0.1,1,10.702,13.86
0.9,563.5,318.5,122.5,7.0,5,0.4,4,28.145,32.29
0.62,808.5,367.5,220.5,3.5,2,0.1,2,28.787,14.35
0.71,710.5,269.5,220.5,3.5,3,0.25,3,10.757,14.84
0.98,514.5,294.0,110.25,7.0,3,0.1,2,24.257,32.92
0.74,686.0,245.0,220.5,3.5,3,0.4,3,14.453,16.93
0.64,784.0,343.0,220.5,3.5,5,0.25,5,17.065,21.05
0.82,612.5,318.5,147.0,7.0,3,0.1,2,25.572,27.54
0.98,514.5,294.0,110.25,7.0,5,0.1,2,32.227,32.79
0.71,514.5,269.5,220.5,3.5,2,0.4,5,14.456,16.41
0.86,588.0,294.0,147.0,7.0,2,0.1,3,26.144,27.75
0.69,735.0,294.0,220.5,3.5,3,0.4,1,14.645,14.39
0.64,784.0,343.0,220.5,3.5,5,0.1,5,15.185,19.26
0.74,686.0,245.0,220.5,3.5,2,0.25,1,12.469,16.68
0.69,735.0,294.0,220.5,3.5,4,0.25,4,12.716,15.74
0.9,563.5,318.5,122.5,7.0,3,0.4,5,29.822,37.25
0.86,588.0,294.0,147.0,7.0,4,0.25,4,32.035,31.75
0.62,808.5,367.5,220.5,3.5,4,0.4,2,13.217,17.22
0.74,686.0,245.0,220.5,3.5,2,0.4,5,14.17,14.49
0.98,563.5,294.0,110.25,7.0,4,0.1,4,24.477,29.5
0.79,637.0,343.0,147.0,7.0,2,0.1,1,41.114,44.47
0.71,710.5,269.5,220.5,3.5,4,0.25,2,14.398,14.92
0.9,563.5,318.5,122.5,7.0,2,0.1,5,24.466,36.51
0.71,710.5,269.5,220.5,3.5,5,0.4,5,10.795,17.05
0.82,612.5,318.5,147.0,7.0,3,0.4,5,23.847,28.63
0.79,637.0,343.0,147.0,7.0,4,0.25,1,41.304,45.84
0.79,637.0,343.0,147.0,7.0,3,0.25,4,38.899,38.41
0.76,661.5,416.5,122.5,7.0,5,0.1,1,39.925,37.44
0.9,563.5,318.5,122.5,7.0,5,0.1,3,33.161,25.98
0.82,612.5,318.5,147.0,7.0,4,0.4,3,23.713,28.81
0.62,808.5,367.5,220.5,3.5,3,0.1,5,12.994,15.59
0.64,784.0,343.0,220.5,3.5,2,0.1,2,15.343,16.78
0.74,686.0,245.0,220.5,3.5,4,0.25,1,10.428,15.4
0.64,784.0,343.0,220.5,3.5,3,0.25,1,13.364,20.4
0.64,784.0,343.0,220.5,3.5,3,0.4,3,17.257,20.74
0.9,563.5,318.5,122.5,7.0,2,0.4,2,28.622,37.03
0.82,612.5,318.5,147.0,7.0,2,0.4,2,28.658,31.39
0.76,661.5,416.5,122.5,7.0,4,0.25,3,37.403,33.89
0.66,710.5,318.5,220.5,3.5,5,0.1,4,10.841,14.79
0.69,735.0,294.0,220.5,3.5,4,0.1,4,11.145,14.98
0.62,808.5,367.5,220.5,3.5,2,0.25,3,13.725,14.86
0.69,735.0,294.0,220.5,3.5,5,0.25,5,12.45,15.07
0.98,514.5,294.0,110.25,7.0,3,0.1,3,28.359,25.91
0.79,637.0,343.0,147.0,7.0,4,0.25,2,28.59,38.22
0.86,588.0,294.0,147.0,7.0,2,0.4,2,23.226,28.82
0.74,686.0,245.0,220.5,3.5,3,0.4,4,14.377,15.29
0.74,686.0,245.0,220.5,3.5,2,0.1,3,14.438,17.14
0.98,514.5,294.0,110.25,7.0,2,0.1,3,32.91,25.78
0.86,588.0,294.0,147.0,7.0,5,0.25,5,23.822,27.05
0.74,686.0,245.0,220.5,3.5,3,0.4,5,14.435,16.9
0.62,808.5,367.5,220.5,3.5,2,0.1,4,15.016,15.03
0.62,808.5,367.5,220.5,3.5,5,0.25,2,7.234,15.03
0.82,686.0,245.0,220.5,3.5,5,0.25,4,10.524,11.89
0.98,514.5,294.0,110.25,7.0,3,0.4,2,32.29,32.79
0.79,637.0,343.0,147.0,7.0,5,0.25,5,36.979,37.48
0.82,612.5,318.5,147.0,7.0,4,0.1,5,28.632,28.2
0.74,686.0,245.0,220.5,3.5,2,0.25,3,14.529,16.41
0.62,808.5,367.5,220.5,3.5,3,0.4,3,17.238,14.63
0.64,784.0,343.0,220.5,3.5,4,0.25,1,15.216,16.6
0.71,735.0,294.0,220.5,3.5,2,0.1,1,10.313,13.68
0.64,784.0,343.0,220.5,3.5,2,0.25,3,16.601,20.44
0.86,588.0,294.0,147.0,7.0,4,0.4,3,29.449,28.83
0.64,784.0,343.0,220.5,3.5,5,0.1,2,15.47,19.45
0.86,588.0,294.0,147.0,7.0,5,0.4,3,31.737,30.66
0.9,563.5,318.5,122.5,7.0,3,0.0,0,6.559,33.91
0.62,808.5,367.5,220.5,3.5,3,0.1,3,13.948,13.61
0.98,514.5,294.0,110.25,7.0,2,0.25,4,24.316,30.57
0.66,759.5,318.5,220.5,3.5,5,0.25,3,12.828,13.76
0.66,759.5,318.5,220.5,3.5,5,0.1,4,15.297,17.75
0.9,563.5,318.5,122.5,7.0,5,0.1,5,29.747,32.46
0.66,759.5,318.5,220.5,3.5,3,0.1,4,14.786,17.77
0.74,686.0,245.0,220.5,3.5,2,0.4,4,12.492,13.63
0.82,661.5,416.5,122.5,7.0,3,0.4,5,32.311,33.65
0.66,759.5,318.5,220.5,3.5,2,0.25,5,11.365,17.89
0.79,759.5,343.0,147.0,3.5,5,0.4,4,11.23,18.51
0.62,808.5,367.5,220.5,3.5,3,0.25,1,12.984,14.37
0.86,588.0,294.0,147.0,7.0,5,0.1,2,32.264,32.24
0.74,686.0,245.0,220.5,3.5,3,0.25,4,14.461,17.01
0.86,588.0,294.0,147.0,7.0,5,0.1,5,27.141,31.0
0.76,661.5,416.5,122.5,7.0,5,0.4,1,39.42,40.79
0.66,759.5,318.5,220.5,3.5,5,0.4,2,11.445,14.75
0.79,637.0,343.0,147.0,7.0,3,0.1,2,34.473,41.01
0.66,759.5,318.5,220.5,3.5,3,0.1,4,13.015,15.96
0.76,661.5,416.5,122.5,7.0,2,0.25,5,38.379,37.31
0.66,759.5,318.5,220.5,3.5,3,0.25,3,11.606,16.13
0.79,588.0,343.0,147.0,7.0,2,0.4,5,36.771,36.32
0.76,661.5,416.5,122.5,7.0,2,0.25,1,36.07,37.33
0.76,661.5,416.5,122.5,7.0,5,0.1,2,39.238,33.98
0.71,710.5,367.5,220.5,3.5,4,0.25,1,12.42,15.9
0.76,661.5,416.5,122.5,7.0,3,0.25,2,39.868,39.66
0.71,710.5,269.5,220.5,3.5,2,0.4,1,17.015,14.73
0.69,735.0,294.0,220.5,3.5,4,0.4,3,10.652,14.03
0.9,563.5,318.5,122.5,7.0,2,0.1,1,28.2,29.44
0.69,735.0,294.0,220.5,3.5,3,0.25,4,12.471,34.05
0.82,612.5,318.5,147.0,7.0,5,0.4,3,23.418,27.42
0.69,735.0,294.0,220.5,3.5,2,0.25,4,14.714,14.28
0.79,637.0,343.0,147.0,7.0,4,0.1,1,39.52,42.78
0.76,661.5,416.5,122.5,7.0,2,0.1,3,39.186,39.56
0.76,661.5,416.5,122.5,7.0,4,0.1,2,32.452,33.72
0.71,710.5,269.5,220.5,3.5,2,0.4,1,14.504,16.81
0.79,637.0,343.0,147.0,7.0,5,0.25,3,36.714,45.96
0.66,759.5,318.5,220.5,3.5,3,0.4,3,12.971,14.8
0.71,710.5,269.5,220.5,3.5,2,0.4,2,12.372,17.08
0.86,588.0,294.0,147.0,7.0,2,0.25,4,26.964,32.22
0.98,514.5,294.0,110.25,7.0,4,0.1,1,24.332,26.06
0.86,588.0,294.0,147.0,7.0,5,0.1,3,31.923,24.63
0.74,686.0,245.0,220.5,3.5,5,0.4,5,14.068,14.64
0.76,661.5,416.5,122.5,7.0,3,0.1,1,40.498,40.09
0.76,661.5,416.5,122.5,7.0,4,0.4,3,40.802,33.86
0.79,637.0,343.0,147.0,7.0,2,0.1,3,42.169,36.12
0.66,637.0,318.5,147.0,7.0,2,0.25,5,28.795,16.18
0.98,514.5,294.0,110.25,7.0,2,0.4,4,32.984,30.03
0.74,686.0,245.0,220.5,3.5,4,0.4,2,14.116,13.65
0.62,808.5,367.5,220.5,3.5,5,0.25,5,32.71,14.94
0.86,588.0,294.0,147.0,7.0,5,0.4,4,31.811,31.33
0.82,612.5,318.5,147.0,7.0,5,0.4,2,27.704,25.19
0.71,710.5,269.5,220.5,3.5,4,0.4,3,12.258,14.92
0.82,612.5,318.5,147.0,7.0,2,0.1,2,24.226,35.39
0.71,710.5,269.5,220.5,3.5,5,0.4,4,12.372,14.79
0.66,759.5,318.5,220.5,3.5,3,0.4,2,12.952,13.81
0.62,808.5,367.5,220.5,3.5,4,0.1,4,11.086,15.38
0.74,563.5,269.5,220.5,3.5,2,0.1,2,14.599,13.75
0.64,784.0,343.0,220.5,3.5,2,0.25,1,16.783,23.2
0.82,612.5,318.5,147.0,7.0,4,0.4,2,28.657,29.2
0.79,637.0,343.0,147.0,7.0,2,0.4,2,41.663,36.89
0.66,759.5,318.5,220.5,3.5,4,0.1,5,15.333,18.12
0.98,735.0,294.0,110.25,7.0,4,0.4,4,28.248,30.19
0.86,588.0,294.0,147.0,7.0,4,0.4,2,29.532,28.65
0.62,808.5,367.5,220.5,3.5,3,0.4,2,12.727,14.27
0.98,514.5,294.0,110.25,7.0,2,0.25,1,28.761,33.35
